"Fund ID","Fund name","The fund",Website,"Investment name","Investment type","Start date","End date","Instrument currency","USD Amount","Project number",Sector,"Sub sector",Region,Country,Domicile,"Environmental and social risk","Our Investment","Environmental and social summary",What,"How Primary","How Secondary","Who Stakeholder 1","Who Geography 1","Who Characteristics 1","Who Stakeholder 2","Who Geography 2","Who Characteristics 2","Who Stakeholder 3","Who Geography 3","Who Characteristics 3",Scale,Depth/Duration,Gridscore,Contribution/Additionality,"Risk 1","Risk comment 1","Risk 2","Risk comment 2","Risk 3","Risk comment 3","Sustainable Development Goals","Impact Achieved","Impact Score","Expected impact","2X Gender Finance","2X Gender Finance Percentage","2X Sector","2X Country","Climate Finance status","Climate Finance Percentage","Climate Finance type","Climate Finance Total","Climate Finance Adaptation Enabling","Climate Finance Adaptation Adapted","Climate Finance Mitigation","Climate Finance Dual","Climate Finance Percentage Adaptation Enabling","Climate Finance Percentage Adaptation Adapted","Climate Finance Percentage Mitigation","Climate Finance Percentage Dual","Fossil Fuel or Renewable Exposure","Primary Energy type","Energy value chain","Entrepreneurship Founder","Entrepreneurship Founder threshold","Entrepreneurship Owner","Entrepreneurship Owner threshold","Leadership Board of Directors Investment Committee","Leadership Board of Directors Investment Committee threshold","Leadership Senior Management","Leadership Senior Management threshold",Employment,"Employment threshold","Indirect Portfolio","Indirect Portfolio threshold","Governance and accountability","Supply chain","Product and services","Product and services threshold","First disclosed date","Investment policy","Last updated",Status
F17,"Atlantic Coast Regional Fund","The Atlantic Coast Regional Fund (ACRF) is a mid-market fund that focuses on sector-agnostic investments in countries on or near Africa's Atlantic Coast, from Morocco to Angola.",http://www.afigfunds.com/,"Investment 01",Fund,11/11/2013,,USD,18430000.0000,D10,"Construction and real estate, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing",,Africa,"Africa, Ghana, Mauritania, Nigeria, Senegal, West Africa",Mauritius,,"In November 2013, CDC committed $18.4 million to a new rights issue in the ACRF, taking its overall commitment to the fund to $33.4 million.  The fund targets investments of around $5 million to $15 million.","We worked closely with the fund manager to develop and implement a robust ESMS.",,,,,,,,,,,,,,,,,,,,,,,,,,"While many of the fund’s target geographies are experiencing economic growth, many operate in difficult business environments.  Mid-market companies in these regions are still struggling to raise external finance. Local banks are often under-capitalised and under-skilled, and funding from foreign banks and capital markets is largely unavailable.  Our investment enables the fund manager to address this shortage and target companies in need of expansion capital.  It focuses on businesses that are well positioned for local or regional growth in the agricultural, financial services, light manufacturing and logistics sectors, supporting wider economic growth and job creation.  The fund has invested in a Ghanaian real estate development firm, a bus assembly firm, a mine drilling services company and three subsidiaries of pan-African bank Ecobank.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F269,"Aureos South Asia Fund (Holdings) LLC",,,"Investment 01",Fund,31/01/2006,,USD,20000000.0000,D123,"Business and consumer services, Food and agriculture, Health, Infrastructure, Manufacturing",,Asia,"Bangladesh, India, Sri Lanka",Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F269,"Aureos South Asia Fund (Holdings) LLC",,,"Investment 02",Fund,28/02/2007,,USD,15000000.0000,D123,"Business and consumer services, Food and agriculture, Health, Infrastructure, Manufacturing",,Asia,"Bangladesh, India, Sri Lanka",Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F273,"Aureos Southern Africa Fund LLC","This is a Southern Africa-focused fund.",,"Investment 01",Fund,01/06/2003,,USD,12000000.0000,D127,"Financial services, Food and agriculture, Manufacturing, Technology and telecoms",,Africa,"Angola, Madagascar, South Africa, Zambia",Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F273,"Aureos Southern Africa Fund LLC","This is a Southern Africa-focused fund.",,"Investment 02",Fund,30/06/2004,,USD,3000000.0000,D127,"Financial services, Food and agriculture, Manufacturing, Technology and telecoms",,Africa,"Angola, Madagascar, South Africa, Zambia",Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F274,"Aureos West Africa Fund LLC","This is a West Africa-focused SME fund.",,"Investment 01",Fund,30/06/2003,,USD,10000000.0000,D128,"Business and consumer services, Construction and real estate, Financial services, Food and agriculture, Infrastructure, Manufacturing",,Africa,"Ghana, Nigeria, Senegal",Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F274,"Aureos West Africa Fund LLC","This is a West Africa-focused SME fund.",,"Investment 02",Fund,04/08/2004,,USD,5425000.0000,D128,"Business and consumer services, Construction and real estate, Financial services, Food and agriculture, Infrastructure, Manufacturing",,Africa,"Ghana, Nigeria, Senegal",Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F281,"Avigo SME Fund II","This is a generalist SME private equity fund investing in India.",,"Investment 01",Fund,17/09/2007,09/05/2023,USD,20000000.0000,D129,"Business and consumer services, Construction and real estate, Manufacturing, Technology and telecoms",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2131,"Bangladesh Managed Account C.V.","Single asset Managed Account which invested into ACI Motors in Bangladesh",https://www.newfrontieradvisors.com/,"Investment 01",Fund,19/05/2021,,USD,6792000.0000,D5084,Manufacturing,,"South Asia",Bangladesh,Netherlands,,"BII invested into the Bangladesh Managed Account, managed by New Frontier Investments, in order to support ACI Motors, the largest distributor of agricultural machinery in Bangladesh. BII invested a total of $6.8 million, which is expected to result in direct and indirect economic opportunities for ACI Motor’s employees and consumers through business growth, manufacturing plants expansion in country, and improved availability of manufactured products for productive use.",,"Create economic opportunities for the labour force in Bangladesh through employment creation and enhanced access to agricultural equipment for productive use.","Direct: Support ACI Motors’ growth and continued expansion into manufacturing and agricultural machinery financing",,Employees,Bangladesh,"Low income workers employed in ACI Motors’ manufacturing plants (direct jobs)",Customers,Bangladesh,"Primarily (85%) smallholder farmers (average farm size: 0.5 acre) accessing agricultural equipment and benefiting from ACIs’ financing scheme.",,,,"Projected to create 250 manufacturing jobs  (25% CAGR) and indirectly support 7m smallholder farmers by FY23/24","Impact depth excpeted to be significant, especially for low-income workers and the prevoiusly unemployed (or underemployed)",,"- Financial additionality: Support the expansion of ACI Motors’ manufacturing plants and financing for agricultural equipment scheme, thereby enhancing the scale of direct impact. Improve ACI’s financial position to ensure commercial viability and sustained impact. - Value additionality: Jointly help enhance governance and BI within the Company as part of an aligned consortium– thereby reducing negative impact risks","Execution Risk","- Failure to deliver continued expansion and improved financial health at Company level could significantly dilute the impact thesis.",,,,,"Goal 8: Decent work and economic growth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F298,"Baring India Private Equity Fund II LP","This is a generalist private equity growth fund in India.",,"Investment 01",Fund,30/06/2005,,USD,15000000.0000,D132,"Business and consumer services, Construction and real estate, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing, Technology and telecoms",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F299,"Baring India Private Equity Fund III Ltd","This is a generalist private equity growth fund in India.",,"Investment 01",Fund,25/03/2008,,USD,50000000.0000,D133,"Business and consumer services, Construction and real estate, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing, Technology and telecoms",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2504,"BII India EV LLP Fund",,,"Investment 01",Fund,08/09/2023,,USD,49253627.0000,D5729,Manufacturing,,"South Asia",India,"United Kingdom",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2193,"Blue Orchard Insuresilience Fund II","InsuResilience Investment Fund II will invest in growth-stage companies along the climate insurance value chain in emerging markets.",https://www.blueorchard.com/,"Investment 03",Fund,27/03/2024,,USD,12750000.0000,D5235,"Financial services, Food and agriculture, Technology and telecoms",,"Africa, Asia, Latin America and the Caribbean","Africa, Brazil, Ghana, Global, India, South Africa, Vietnam",Luxembourg,Medium-High,"Equity fund investing in growth-stage companies operating within the climate risk insurance value chain in emerging markets","We agreed on an ESAP focussed on updating internal policies in line with BII's Safeguarding requirements including safeguarding legal clauses between the fund and their investees. During the due diligence phase the fund made updates to their screening process by integrating customer protection risk factors into their systems in line with BII requirements.","- Increased resilience of people and businesses in the face of adverse consequences of climate events (SDG 13.1) - Preventing households from falling back into poverty (SDG 1.3, 1.5) - Preventing losses (SDG 11.5)","By backing companies to pilot new products and improving distribution of existing products, the fund will support the development of the climate insurance market by revealing information to other market actors and proving product viability to encourage replication.","Climate risk insurance provides protection to people and businesses directly by increasing their resilience to adverse climate-driven impacts, increasing their ability to recover post impact and preventing them from needing to rely on informal protection mechanisms.","Households and SMEs","Africa, South Asia, South-East Asia","Poor and vulnerable households and SMEs (including farmers) earning less than $15/day and vulnerable to climate risks, living in areas with high exposure to climate hazards or with income dependent on an activity highly sensitive to climate hazards.",,,,,,,"InsuResilience Fund I reached 48.6 million total beneficiaries and 10.6 million direct clients. We expect Fund II to reach a similar scale of impact.","Deep impact is expected for households and SMEs most vulnerable to climate shocks i.e., that are low-income and with limited assets and sources of income. Impact is expected to be significant and long-term if the fund is successful in catalysing the market. The duration of impact for customers will depend on coverage period, quantum and speed of payouts, and implementation of risk reduction measures.",,"Financial additionality: Our capital will help the fund reach optimum fund size. The fund will be financially additional given the overall nascency of climate insurance offerings across emerging markets and general lack of targeted pools of capital to specifically develop this offering.","External Risk","Risk linked to the complexity of factors needed to successfully catalyse the market for climate insurance, including supportive regulation and subsidy support for crop insurance.","Alignment Risk","Risk relates to fund strategy also targeting companies where climate insurance is not core business.","Drop-Off Risk","Risk linked to the lack of insurance policy renewals and/or whether the insurance product incentivizes the implementation of climate risk reduction measures.","Goal 1: No poverty,Goal 11: Sustainable cities and communities,Goal 13: Climate action",,7,,,,,,"Partially qualified",,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,01/06/2024,01/06/2025,Active
F2193,"Blue Orchard Insuresilience Fund II","InsuResilience Investment Fund II will invest in growth-stage companies along the climate insurance value chain in emerging markets.",https://www.blueorchard.com/,"Investment 02",Fund,27/03/2024,,USD,2250000.0000,D6640,"Financial services, Food and agriculture, Technology and telecoms",,"Africa, Asia, Latin America and the Caribbean","Africa, Brazil, Ghana, Global, India, South Africa, Vietnam",Luxembourg,Medium-High,"Equity fund investing in growth-stage companies operating within the climate risk insurance value chain in emerging markets","We agreed on an ESAP focussed on updating internal policies in line with BII's Safeguarding requirements including safeguarding legal clauses between the fund and their investees. During the due diligence phase the fund made updates to their screening process by integrating customer protection risk factors into their systems in line with BII requirements.","- Increased resilience of people and businesses in the face of adverse consequences of climate events (SDG 13.1) - Preventing households from falling back into poverty (SDG 1.3, 1.5) - Preventing losses (SDG 11.5)","By backing companies to pilot new products and improving distribution of existing products, the fund will support the development of the climate insurance market by revealing information to other market actors and proving product viability to encourage replication.","Climate risk insurance provides protection to people and businesses directly by increasing their resilience to adverse climate-driven impacts, increasing their ability to recover post impact and preventing them from needing to rely on informal protection mechanisms.","Households and SMEs","Africa, South Asia, South-East Asia","Poor and vulnerable households and SMEs (including farmers) earning less than $15/day and vulnerable to climate risks, living in areas with high exposure to climate hazards or with income dependent on an activity highly sensitive to climate hazards.",,,,,,,"InsuResilience Fund I reached 48.6 million total beneficiaries and 10.6 million direct clients. We expect Fund II to reach a similar scale of impact.","Deep impact is expected for households and SMEs most vulnerable to climate shocks i.e., that are low-income and with limited assets and sources of income. Impact is expected to be significant and long-term if the fund is successful in catalysing the market. The duration of impact for customers will depend on coverage period, quantum and speed of payouts, and implementation of risk reduction measures.",,"Financial additionality: Our capital will help the fund reach optimum fund size. The fund will be financially additional given the overall nascency of climate insurance offerings across emerging markets and general lack of targeted pools of capital to specifically develop this offering.","External Risk","Risk linked to the complexity of factors needed to successfully catalyse the market for climate insurance, including supportive regulation and subsidy support for crop insurance.","Alignment Risk","Risk relates to fund strategy also targeting companies where climate insurance is not core business.","Drop-Off Risk","Risk linked to the lack of insurance policy renewals and/or whether the insurance product incentivizes the implementation of climate risk reduction measures.","Goal 1: No poverty,Goal 11: Sustainable cities and communities,Goal 13: Climate action",,,,,,,,"Partially qualified",,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,Kinetic,,01/06/2025,Active
F2193,"Blue Orchard Insuresilience Fund II","InsuResilience Investment Fund II will invest in growth-stage companies along the climate insurance value chain in emerging markets.",https://www.blueorchard.com/,"Investment 01",Fund,20/12/2024,,USD,2000000.0000,D8367,"Financial services, Food and agriculture, Technology and telecoms",,"Africa, Asia, Latin America and the Caribbean","Africa, Brazil, Ghana, Global, India, South Africa, Vietnam",Luxembourg,Medium-High,"Equity fund investing in growth-stage companies operating within the climate risk insurance value chain in emerging markets","We agreed on an ESAP focussed on updating internal policies in line with BII's Safeguarding requirements including safeguarding legal clauses between the fund and their investees. During the due diligence phase the fund made updates to their screening process by integrating customer protection risk factors into their systems in line with BII requirements.","- Increased resilience of people and businesses in the face of adverse consequences of climate events (SDG 13.1) - Preventing households from falling back into poverty (SDG 1.3, 1.5) - Preventing losses (SDG 11.5)","By backing companies to pilot new products and improving distribution of existing products, the fund will support the development of the climate insurance market by revealing information to other market actors and proving product viability to encourage replication.","Climate risk insurance provides protection to people and businesses directly by increasing their resilience to adverse climate-driven impacts, increasing their ability to recover post impact and preventing them from needing to rely on informal protection mechanisms.","Households and SMEs","Africa, South Asia, South-East Asia","Poor and vulnerable households and SMEs (including farmers) earning less than $15/day and vulnerable to climate risks, living in areas with high exposure to climate hazards or with income dependent on an activity highly sensitive to climate hazards.",,,,,,,"InsuResilience Fund I reached 48.6 million total beneficiaries and 10.6 million direct clients. We expect Fund II to reach a similar scale of impact.","Deep impact is expected for households and SMEs most vulnerable to climate shocks i.e., that are low-income and with limited assets and sources of income. Impact is expected to be significant and long-term if the fund is successful in catalysing the market. The duration of impact for customers will depend on coverage period, quantum and speed of payouts, and implementation of risk reduction measures.",,"Financial additionality: Our capital will help the fund reach optimum fund size. The fund will be financially additional given the overall nascency of climate insurance offerings across emerging markets and general lack of targeted pools of capital to specifically develop this offering.","External Risk","Risk linked to the complexity of factors needed to successfully catalyse the market for climate insurance, including supportive regulation and subsidy support for crop insurance.","Alignment Risk","Risk relates to fund strategy also targeting companies where climate insurance is not core business.","Drop-Off Risk","Risk linked to the lack of insurance policy renewals and/or whether the insurance product incentivizes the implementation of climate risk reduction measures.","Goal 1: No poverty,Goal 11: Sustainable cities and communities,Goal 13: Climate action",,7,,,,,,"Partially qualified",,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,Catalyst,,01/06/2025,Active
F2037,"BluePeak Private Capital Fund","BluePeak is an impact-driven private capital fund investing in mid-market businesses operating in Africa across several sectors through privately negotiated subordinated & mezzanine instruments. The fund reached a first close in 2021 and completed a second close in September 2023.",https://www.bluepeakpc.com/,"Investment 01",Fund,28/05/2021,,USD,30000000.0000,D4469,"Business and consumer services, Construction and real estate, Financial services, Health, Technology and telecoms",,Africa,"Africa, Cote d'Ivoire, Kenya, Mauritius, Mozambique, Tunisia",Luxembourg,,"British International Investment committed $30 million to BluePeak Private Capital Fund in 2021. The investment can help bridge the debt financing gap for midcap businesses in Africa, thereby enabling these companies to grow and create economic opportunities on the continent; primarily through direct employment. Our commitment to BluePeak, alongside other debt funds, could help proving the commercial viability of private debt strategies in Africa.","We agreed with the fund manager to develop and implement an ESMS for this first-time fund.","Provide income generating opportunities through direct and indirect job creation (SDG 8.5)","Catalysing markets: Above benchmark financial returns can help build a track record and prove the viability of private credit strategies in Africa thereby attracting a greater supply of scarce debt capital (particularly debt that is structured, longer tenor, cross-border) to further unlock economic growth.","Direct: Provision of debt capital (average $15-20 each) to up to 10-12 midcap businesses for primary investments and expansion purposes.",Employees,"40%+ North Africa, 40%+ SSA (20% East Africa, 20% West Africa) across 9 core markets: Kenya, Tanzania, Egypt, Tunisia, Morocco, Senegal, Cote d’Ivoire, Ghana and Nigeria.","Likely to include both low and middle-income workers. Pipeline includes manufacturing, food processing, health, financial services sectors.",,,,,,,"- Direct: If the fund performed in line with Africa private equity fund benchmarks, we could expect underlying companies to create up to 2,5k jobs over the lifetime of the fund.  - Catalysing markets: Potential for large scale if this platform is replicated and results in increased access to debt capital for African businesses, unlocking growth and employment opportunities.","Catalysing markets: Likely to occur in the long term (5-10 years) if the platform is commercially successful.",1.8-2.3,"- Financial additionality: Our commitment will help BluePeak reach a viable size at first close. - Value additionality: We can play a significant role in helping the manager build robust environmental, social and governance processes thereby minimizing negative impact risks","Execution Risk","- Relates to the risk that the Fund will not reach a size allowing for meaningful scale and diversification, adversely impacting the scale of direct impact, as well as commercial returns for LPs, thereby failing to prove the viability of this structure (catalytic impact).","External Risk","- Despite being commercially successful, BluePeak does not become a model that is replicated by others in the market, because of investor appetite for these markets.",,,"Goal 8: Decent work and economic growth",,,,"Fully qualified",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F2259,"Blume Ventures India Fund IV","Blume Ventures India Fund IV is a venture capital fund investing in tech-led start-ups, with the aim to solve hard problems and impact large markets in India.",https://blume.vc/,"Investment 01",Fund,06/12/2022,,INR,14400000.0000,D5478,"Business and consumer services, Construction and real estate, Education, Financial services, Food and agriculture, Health, Infrastructure, Manufacturing, Technology and telecoms",,"South Asia","India, USA",India,Low,"This investment is part of our strategy to (i) support the local entrepreneurial ecosystem in our markets in order to build new businesses which create jobs, and; (ii) provide us access to early-stage companies that have the potential to create transformational impact at scale. Our investment in Blume Venture Fund IV will support the growth of scalable tech businesses which are increasing access to economic opportunities, goods and services, and improving quality of life for consumers through tech.","We agreed with the fund manager to develop an ESG management system and enhanced safeguarding policy. These were among the items included in an ESG action plan with the fund.","Improve quality of life for consumers including access to healthcare and education (SDGs 3, 4) and clean-tech solutions (SDG 13)","Through investments in healthtech and climate tech.","Providing capital to 40-45 early-stage companies, enabling their growth and generating direct employment and increased income for farmers.","Consumers (including patients and students)","India (with some investees having global customer base)","Mostly middle income, although some companies may reach lower-income segments through innovative use of technology.","Employers and suppliers",India,,Planet,,,"The VC model implies the potential for large scale, over a long-term horizon. If successful, companies have the ambition to reach millions; however, this is likely to only come from a subset of companies.","Variable depending on the nature of goods and services provided and the population reached.",,"- Financial additionality: Our participation in the fund will enable us to access to impactful co-investments, which are typically of lesser interest to purely commercial investors and may not be prioritised. - Value additionality: We will support the manager in developing environmental and social and business integrity processes that will reduce execution risk and negative impact","Execution Risk","- Relates to the risk that businesses will fail to scale and deliver on the expected impact.",,,,,"Goal 3: Good health and well-being,Goal 8: Decent work and economic growth,Goal 13: Climate action",,4,,,,,,,,,,,,,,,,,,Renewable,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F1460,"BTS India Private Equity Fund","This is a small-cap fund investing in India.",,"Investment 01",Fund,31/05/2007,,USD,20000000.0000,D136,"Business and consumer services, Health, Infrastructure, Manufacturing, Technology and telecoms",,"South Asia",India,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F349,"Capital Alliance Private Equity II Ltd (Cape II)","This is a mid to large cap generalist private equity fund investing in anglophone West Africa, primarily Nigeria.",https://www.acagp.com/,"Investment 01",Fund,31/03/2006,,USD,15000000.0000,D140,"Business and consumer services, Financial services, Infrastructure, Manufacturing, Technology and telecoms",,Africa,Nigeria,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F349,"Capital Alliance Private Equity II Ltd (Cape II)","This is a mid to large cap generalist private equity fund investing in anglophone West Africa, primarily Nigeria.",https://www.acagp.com/,"Investment 02",Fund,29/01/2008,,USD,2000000.0000,D140,"Business and consumer services, Financial services, Infrastructure, Manufacturing, Technology and telecoms",,Africa,Nigeria,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F350,"Capital Alliance Private Equity III (CAPE III)","This is a mid to large-cap generalist private equity fund investing in anglophone West Africa, primarily Nigeria.",https://www.acagp.com/,"Investment 01",Fund,27/05/2009,,USD,50000000.0000,D141,"Business and consumer services, Financial services, Infrastructure, Technology and telecoms",,Africa,Nigeria,Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fossil Fuel",,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F351,"Capital Alliance Private Equity IV (CAPE IV)","Capital Alliance Private Equity IV (CAPE IV) is a $570 million fund focused on the healthcare, energy, power, infrastructure, agriculture, agribusiness, telecomms, media, technology, FMCG, and financial services sectors in West Africa.  

It focuses primarily on Nigeria, but also in neighboring countries such as Ghana, Cote d'Ivoire, Gabon, and Cameroon.",https://www.acagp.com/,"Investment 01",Fund,27/02/2015,,USD,50000000.0000,D142,"Business and consumer services, Financial services, Food and agriculture, Infrastructure, Technology and telecoms",,Africa,"Ghana, Mauritius, Nigeria",Mauritius,,"In 2015, CDC invested $50 million into CAPE IV as an anchor investor.    Our investment will support the growth of West African businesses in key sectors.","We are working closely with the fund manager to improve its existing ESMS, including delivering an action plan.",,,,,,,,,,,,,,,,,,,,,,,,,,"Many of Africa's key business sectors remain undeveloped due to a lack of finance, challenging infrastructure and poor regulatory frameworks.  Our investment in the CAPE IV fund enables the fund manager to provide much-needed capital to support the expansion of firms in undeveloped sectors, including healthcare, financial services and telecomms.  This, in turn, will boost infrastructure investment, job creation, and the development of business skills that will support wider economic expansion across West Africa.    The fund manager walso provides strategic and technical expertise to investee companies to boost growth and expansion.  To date (across the current and prior funds) the firm has invested in Nigeria’s leading telecomms provider, MTN Nigeria Communications, the Union Bank of Nigeria, and Continental Reinsurance, the largest private pan-African reinsurer outside of South Africa.",,,,,,,,,,,,,,,,,"Fossil Fuel",,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F18,"Capital Alliance Property Investment Company LP","Nigeria and Ghana focussed real estate fund",https://www.acagp.com/,"Investment 02",Fund,19/02/2008,,USD,20000000.0000,D13,"Construction and real estate",,Africa,"Ghana, Nigeria","Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F18,"Capital Alliance Property Investment Company LP","Nigeria and Ghana focussed real estate fund",https://www.acagp.com/,"Investment 01",Fund,19/02/2009,,USD,10000000.0000,D12,"Construction and real estate",,Africa,"Ghana, Nigeria","Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F354,"Capital Today China Growth Fund, LP","A fund with a growth equity strategy seeking to back potential market leaders in China.",,"Investment 01",Fund,28/04/2006,,USD,30000000.0000,D143,"Business and consumer services, Financial services, Food and agriculture, Manufacturing, Technology and telecoms",,"Rest of the World",China,"Cayman Islands",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F1983,"Cardinalstone Capital Advisers Growth Fund","CardinalStone is a Nigerian investment management firm.",https://cardinalstonepe.com/,"Investment 01",Fund,18/12/2018,,USD,15000000.0000,D1917,"Business and consumer services, Food and agriculture, Health, Infrastructure, Technology and telecoms",,Africa,Nigeria,Mauritius,,"The CardinalStone Capital Advisors Growth Fund is a Nigeria-focused SME fund focussed on providing much-needed capital to high growth SMEs that support job creation, as well as import substitution to diversify the Nigerian economy. In 2018, we committed $15 million to the fund. Over the preceding two and a half years, we worked with the first-time fund manager on its fund structure, governance, investment committee composition, and supported the team as it fundraised. Other investors include the Dutch development bank, FMO, and NSIA, the Nigerian sovereign wealth fund.",,,,,,,,,,,,,,,,,,,,,,,,,,,"The fund targets small and medium enterprise (SMEs) in the following six sectors: agriculture, industrials, FMCG, healthcare, education and financial services. The fund looks to invest in SMEs that provide products or services that can substitute imported ones; address structural or supply chain inefficiencies; and that have the potential to consolidate a highly-fragmented market.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F373,"Catalyst Fund I","This is a generalist East African private equity fund. This fund is under administrative liquidation since 24 December 2022.",https://www.catalystprincipal.com/,"Investment 01",Fund,24/12/2010,,USD,15000000.0000,D145,"Business and consumer services, Financial services, Food and agriculture, Health, Manufacturing",,Africa,"Ethiopia, Kenya, Tanzania",Mauritius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
F374,"Catalyst Fund II LP","Catalyst Fund II focuses on investments in small and mid-sized companies with strong growth prospects in the region.  

The fund’s target geographies include Kenya, Tanzania, Ethiopia, Uganda, Rwanda, Zambia and the DRC. Catalyst Fund II invests in sectors reflecting a rising consumer demand, such as consumer staples, financial services, industrials and healthcare.",https://www.metier.co.za/,"Investment 01",Fund,21/12/2016,,USD,20000000.0000,D146,"Financial services, Food and agriculture, Manufacturing",,Africa,"Africa, Kenya",Mauritius,,"In 2016, CDC invested $30 million in Catalyst Fund II, alongside the EIB, the IFC, Proparco and Swedish DFI, Swedfund. This follows on from our $15 million investment in Catalyst Fund I. Catalyst Fund II is targeting a total fund size of up to $175 million. Our investment will enable the fund manager to stimulate growth prospects for East African SMEs.","We are working closely with the fund manager to improve its existing ESMS, including delivering an action plan.",,,,,,,,,,,,,,,,,,,,,,,,,,"Much of East Africa has seen a period of economic and political uncertainty, restricting the growth of the region’s SMEs and limiting cross-border trade.   Our investment enables the fund manager to support high-growth East African SMEs that are expanding in response to growing domestic consumer demand, and strengthen intra-regional trade by tapping into infrastructure improvements and technological innovation.  It also supports the creation of direct and indirect jobs.  The fund manager also provides strategic and operational input to investee companies. This ensures effective governance and enables the development of business skills.  The fund has already completed the acquisition of a leading Kenyan biscuit manufacturer.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth,,01/06/2025,Active
