"Fund ID","Fund name","Company name","Company ID",Region,Country,Sector,Status,"Fossil fuel or renewable exposure","Start Date","End date"
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Benin Portfolio",C9579,"West Africa",Benin,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Cambodia Portfolio",C9580,"Rest of the World",Cambodia,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Chad Portfolio",C9571,"Central Africa",Chad,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Congo Portfolio",C9573,"Central Africa","Democratic Republic of Congo",Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Ethiopia Portfolio",C9576,"East Africa",Ethiopia,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF India Portfolio",C9564,"South Asia",India,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Kenya Portfolio",C9565,"East Africa",Kenya,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Liberia Portfolio",C9581,"West Africa",Liberia,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Malawi Portfolio",C9566,"Southern Africa",Malawi,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Mozambique Portfolio",C9568,"East Africa",Mozambique,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Namibia Portfolio",C9582,"Southern Africa",Namibia,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Nigeria Portfolio",C9567,"West Africa",Nigeria,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Rwanda Portfolio",C9572,"East Africa",Rwanda,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Senegal Portfolio",C9569,"West Africa",Senegal,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Sierra Leone Portfolio",C9575,"West Africa","Sierra Leone",Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF South Africa Portfolio",C9570,"Southern Africa","South Africa",Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Tanzania Portfolio",C9583,"East Africa",Tanzania,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Uganda Portfolio",C9574,"East Africa",Uganda,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Zambia Portfolio",C9577,"Southern Africa",Zambia,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 EARF Zimbabwe Portfolio",C9578,"Southern Africa",Zimbabwe,Infrastructure,Active,Renewable,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund","COVID-19 Energy Access Portfolio (to be confirmed)",C7711,"Rest of the World",Global,Infrastructure,Exited,Renewable,30/09/2021,31/12/2024
F1593,"Pravega Ventures Fund I","CreatorOS Inc",C7582,"South Asia",India,"Technology and telecoms",Active,,31/12/2021,
F2126,"Ventures Platform Fund IV","Credable Group",C8655,Africa,Africa,"Financial services",Active,,01/09/2022,
F1124,"ShoreCap III","Credit Bank",C7681,"East Africa",Kenya,"Financial services",Active,,16/12/2021,
F2480,"Micro, Small & Medium Enterprises Bonds S.A. Compartment 507","Credit Fair (K.M. Global Credit Private Limited)",C10107,"South Asia",India,"Financial services",Active,,23/12/2024,
F539,"EuroMena III","Credit Libanais SAL",C2666,"Rest of the World",Lebanon,"Financial services",Exited,,01/06/2016,31/03/2023
F53,"A4C S Feeder LP","Credit Services Holdings (CSH)",C2667,"Southern Africa","South Africa","Financial services",Exited,,01/06/2014,31/03/2021
F2240,"Norrsken22 Fund (D) AB","Credrails Inc",C9663,"East Africa",Kenya,"Financial services",Active,,30/06/2024,
F709,"India Agri Business Fund II Limited","Cremica Food Industries Limited",C2669,"South Asia",India,"Food and agriculture",Exited,,06/06/2016,31/03/2025
F1093,"Fund for Agriculture Finance in Nigeria","Crest Agro Products Limited",C2672,"West Africa",Nigeria,"Food and agriculture",Active,,12/04/2017,
F112,"Adenia Capital III (formerly I&P Capital III)","Cresta Paints Limited",C2673,Africa,"West Africa",Manufacturing,Exited,,31/07/2015,30/09/2024
F2068,"Summit Private Equity Fund","Crestcare Ltd",C7262,"Southern Africa","South Africa",Health,Active,,17/09/2019,
F2068,"Summit Private Equity Fund","Crestcare St Mary's Hospital",C10009,"Southern Africa","South Africa",Health,Active,,10/12/2024,
F2273,"Pravega Ventures Fund II","Critical Path Technologies Private Limited",C9056,"South Asia",India,Manufacturing,Active,,31/12/2023,
F1968,"Ascent India Fund IV","CRM Next (Acidaes Solutions Pvt Ltd)",C7247,"South Asia",India,"Technology and telecoms",Active,,01/04/2021,
F1593,"Pravega Ventures Fund I","Crofarm Agriproducts Private Limited",C6825,"South Asia",India,"Technology and telecoms",Active,,31/03/2016,
F1270,"Ventureast proactive Fund II","Cron Systems Pvt Ltd",C7464,"South Asia",India,"Technology and telecoms",Active,,06/04/2021,
F1134,"SilverStreet Private Equity Strategies SICAR - Silverlands Fund","Crookes Brothers Limited",C2675,"Southern Africa","South Africa","Food and agriculture",Active,,02/11/2012,
F2070,"Chiratae Ventures International Fund IV","CropIn Technology Solutions Private Limited",C6647,"South Asia",India,"Food and agriculture",Active,,31/12/2020,
F220,"Apis Growth Fund I","Crossfin Apis Transaction Solutions (CATS)",C5905,"Southern Africa","South Africa","Financial services",Active,,30/06/2018,
F2196,"Convergence Partners Digital Infrastructure Fund","CTrack Africa Holdings Proprietary Limited",C7153,"Southern Africa","South Africa","Technology and telecoms",Active,,31/07/2021,
F1701,"Healthquad Fund II","Cure and Care Wellness Pvt. Ltd",C9541,"South Asia",India,Health,Active,,31/03/2024,
F2265,"Elevar India V","Curebay Technologies Private Limited",C8873,"South Asia",India,Health,Active,,10/03/2023,
F2070,"Chiratae Ventures International Fund IV","Curefit Healthcare Private Limited",C6818,"South Asia",India,"Business and consumer services",Active,,08/11/2019,
F1968,"Ascent India Fund IV","Curefit Healthcare Private Limited",C6818,"South Asia",India,"Business and consumer services",Active,,01/04/2020,
F2070,"Chiratae Ventures International Fund IV","Curefoods India Private Limited (Eatfit)",C7692,"South Asia",India,"Business and consumer services",Active,,31/12/2021,
F1981,"Adjuvant Global Health Technology Fund LP","Curevo Vaccine (Curevo)",C7762,"Rest of the World",Global,Health,Active,,31/03/2022,
F2278,"India Quotient Fund IV",Curie,C9480,"South Asia",India,"Technology and telecoms",Active,,30/09/2023,
F34,"Synergy Private Equity Fund","Curist Pharma",C2682,"West Africa",Ghana,Health,Exited,,18/11/2015,26/06/2024
F2194,"Unitary Fund","Cusmat Technologies Private Limited",C8702,"South Asia",India,"Technology and telecoms",Active,,31/12/2022,
F2068,"Summit Private Equity Fund","Custom Capital Finance (“CCF”)",C8681,"Southern Africa","South Africa","Financial services",Active,,30/11/2022,
F2433,"CRE Venture Capital Fund III A LP","CutStruct Technology Limited",C9676,"West Africa",Nigeria,"Technology and telecoms",Active,,20/02/2024,
F2073,"Ankur Capital II","D-Nome Private Limited",C8050,"South Asia",India,Health,Active,,30/09/2022,
F524,"Energy Access Ventures Fund",d.light,C2684,"East Africa",Kenya,Infrastructure,Exited,Renewable,09/09/2016,31/03/2020
F1945,"Evolution II Fund",d.light,C2684,"East Africa",Kenya,Infrastructure,Active,Renewable,07/12/2018,
F211,"Amicus Capital Partners Private Equity I","D2C Consulting Services",C5586,"South Asia",India,"Financial services",Active,,13/10/2017,
F2079,"Circulate Capital Ocean Fund I-B","Dalmia Polypro Industries Pvt. Ltd",C7938,"South Asia",India,"Business and consumer services",Active,,20/12/2022,
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","Dangote Industries Limited",C6568,"West Africa",Nigeria,Manufacturing,Exited,,01/12/2019,31/03/2023
F469,"DI Frontier Fund 2","Dariak Properties Limited",C7881,"East Africa",Kenya,Infrastructure,Active,,01/12/2021,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Darway Coast Nig Ltd",X0019,"West Africa",Nigeria,Infrastructure,Active,,25/07/2022,
F2196,"Convergence Partners Digital Infrastructure Fund","Datacentrix Group",C9761,"Southern Africa","South Africa","Technology and telecoms",Active,,18/07/2024,
F2062,"3one4 Capital - Fund III","Datamotive Technologies Pvt Ltd",C7831,"South Asia",India,"Technology and telecoms",Active,,31/12/2021,
F2433,"CRE Venture Capital Fund III A LP","DataServe AI, Inc.",C10105,"West Africa","Sri Lanka","Financial services",Active,,28/02/2025,
F1593,"Pravega Ventures Fund I","Datasigns Technologies Private Limited (Shubhloans)",C6826,"South Asia",India,"Financial services",Active,,31/03/2017,
F1906,"Takura III","Davis Granite (Private) Ltd",C9115,"Southern Africa",Zimbabwe,Infrastructure,Active,,03/11/2023,
F1093,"Fund for Agriculture Finance in Nigeria","Dayntee Farms Limited",C2695,"West Africa",Nigeria,"Food and agriculture",Active,,12/09/2016,
F726,"India Infrastructure Fund II (Singapore) PTE. LTD.","DB Power Limited",C2696,"South Asia",India,Infrastructure,Exited,,21/01/2015,21/03/2023
F469,"DI Frontier Fund 2","DC Frontier Energy Ltd",C2697,"East Africa",Rwanda,Infrastructure,Active,Renewable,31/03/2018,
F484,"Dynamic India Fund S4 I","DCB Bank",C5906,"South Asia",India,"Financial services",Active,,31/03/2018,
F112,"Adenia Capital III (formerly I&P Capital III)","DDP Outdoor Ltd",C2700,"West Africa",Ghana,"Business and consumer services",Exited,,04/03/2014,30/09/2024
F2002,"Techxila Fund I",DealCart,C8099,"South Asia",Pakistan,"Technology and telecoms",Active,,30/06/2022,
F2279,"Algebra Ventures II Coöperatief U.A.",Deepecho,C9046,"North Africa",Morocco,Health,Active,,15/07/2023,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Deevabits Green Energy Limited",X0020,"East Africa",Kenya,Infrastructure,Active,,25/03/2022,
F2306,"Africa Go Green Fund for Renewable Energy and Energy Efficiency S.C.S., SICAV - RAIF",Delagua,C1109,"East Africa",Rwanda,Infrastructure,Active,,31/12/2024,
F726,"India Infrastructure Fund II (Singapore) PTE. LTD.","Delhi Cargo Service Centre",C2708,"South Asia",India,Infrastructure,Exited,,16/03/2015,30/09/2022
F1920,"Phatisa Food Fund 2","Deltamune Pty (Ltd) ""Project Dalmatian""",C7678,Africa,Africa,Health,Active,,31/12/2021,
F726,"India Infrastructure Fund II (Singapore) PTE. LTD.","Dewas Bhopal Corridor Private Limited",C2720,"South Asia",India,Infrastructure,Exited,,22/12/2015,31/12/2021
F2278,"India Quotient Fund IV",DhiWise,C9476,"South Asia",India,"Technology and telecoms",Active,,30/09/2023,
F1269,"VenturEast Life Fund III","Diabetomics Inc",C2722,"South Asia",India,Health,Active,,31/10/2014,
F1093,"Fund for Agriculture Finance in Nigeria","Diamond Pearl Agro Allied Limited",C2726,"West Africa",Nigeria,"Food and agriculture",Active,,12/12/2015,
F2132,"Ascent Rift Valley Fund II","Diani Beach Hospital (DBH)",C7957,"East Africa",Kenya,Health,Active,,01/07/2022,
F139,"Africa Renewable Energy Fund","Dibombe Cameroon Hydro",C5657,"Central Africa",Cameroon,Infrastructure,Exited,Renewable,30/08/2016,31/12/2022
F2046,"Africa Renewable Energy Fund II","Dibombe Cameroon Hydro",C5657,"Central Africa",Cameroon,Infrastructure,Active,Renewable,15/12/2021,
F1593,"Pravega Ventures Fund I","Digital Gold India Private Limited (Safegold)",C6827,"South Asia",India,"Technology and telecoms",Active,,31/03/2019,
F978,"Omnivore Partners India Fund 2","Digivriddhi Technologies Private Limited (""DGV"")",C7901,"South Asia",India,"Food and agriculture",Active,,02/11/2021,
F220,"Apis Growth Fund I","Direct Pay Online",C2733,Africa,Africa,"Financial services",Exited,,30/06/2016,31/03/2024
F759,"Insitor Impact Asia Fund Private Limited","Disha Medical Services Private Limited",C6208,"South Asia",India,Health,Active,,01/05/2019,
F1959,"Mediterrania Capital III LP","Dislog Industries",C7129,"North Africa",Morocco,Manufacturing,Active,,01/07/2021,
F1984,"SPE Capital Africa Industrialisation Fund","Dislog Industries",C7129,"North Africa",Morocco,Manufacturing,Active,,23/10/2024,
F2278,"India Quotient Fund IV","Distil Pvt. Ltd",C9675,"South Asia",India,Manufacturing,Active,,31/03/2024,
F469,"DI Frontier Fund 2","Djibouti Solar Park 1 Ltd",C6076,"East Africa",Djibouti,Infrastructure,Exited,,01/10/2018,31/12/2021
F1978,"Sawari Ventures North Africa Fund I Cooperatief U.A.","Docspert Health Limited",C8597,"North Africa",Egypt,Health,Active,,31/12/2022,
F1982,"Apis Growth Fund II LP",Doku,C7248,"Rest of the World",Indonesia,"Financial services",Active,,01/06/2021,
F151,"African Development Partners II",Dolidol,C6077,"North Africa",Morocco,Manufacturing,Active,,23/10/2018,
F128,"Africa Capitalworks","Dorman Long Engineering Limited (DLE)",C2741,"West Africa",Nigeria,"Construction and real estate",Active,"Fossil Fuel",17/09/2021,
F83,"Actis Africa Real Estate Fund 3","Douala Retail",C2743,"Central Africa",Cameroon,"Construction and real estate",Active,,01/12/2015,
F2198,"Equator Africa Fund","Downforce Technologies Pvt. Ltd",C9644,"Rest of the World","Australia, United Kingdom","Food and agriculture",Active,,30/06/2024,
F2070,"Chiratae Ventures International Fund IV","DPD Technologies (Queuebuster)",C7812,"South Asia",India,"Technology and telecoms",Active,,30/06/2022,
F2259,"Blume Ventures India Fund IV","DPDZERO Technologies Private Limited",C9100,"South Asia",India,"Financial services",Active,,30/09/2023,
F2278,"India Quotient Fund IV","DPDZERO Technologies Private Limited",C9100,"South Asia",India,"Financial services",Active,,30/09/2023,
F644,"Growth Catalyst Partners","Dr Mohan's Diabetes Specialities Centre (DMDSC)",C2748,"South Asia",India,Health,Exited,,11/04/2017,30/09/2023
F1970,"Lok Capital Growth Fund","Dr Mohan's Diabetes Specialities Centre (DMDSC)",C2748,"South Asia",India,Health,Exited,,11/04/2017,30/09/2023
F2194,"Unitary Fund","Draftspotting Technologies Private Limited",C7756,"South Asia",India,"Technology and telecoms",Active,,20/12/2021,
F2439,"Unitary Fund II","Draftspotting Technologies Private Limited",C7756,"South Asia",India,"Technology and telecoms",Active,,31/03/2025,
F1023,"Plenty Private Equity Fund I (Multiples II)","Dream 11 Inc",C2750,"South Asia",India,"Business and consumer services",Exited,,18/01/2017,31/12/2021
F2426,"African Rivers Fund IV","Dreampack Ltd",C9754,"East Africa",Uganda,Manufacturing,Active,,30/09/2024,
F1172,"Stellaris Venture Partners II","Drizz Automation Technologies Private Limited",C10115,"South Asia",India,"Technology and telecoms",Active,,31/03/2025,
F161,"African Infrastructure Investment Fund III","DSM Corridor Group",C2752,"East Africa",Tanzania,Infrastructure,Active,,30/06/2017,
F551,"Ezdehar Egypt Mid-Cap Fund",Dsquares,C5907,"North Africa",Egypt,"Business and consumer services",Exited,,01/05/2018,31/12/2020
F1982,"Apis Growth Fund II LP",DTOne,C8558,Africa,Africa,"Business and consumer services",Active,,30/06/2022,
F1960,"Verod Capital Growth Fund III","DTRT Apparel Ltd",C6615,"West Africa",Ghana,"Business and consumer services",Active,,01/06/2019,
F2024,"Dolma Impact Fund II","Dugar Spices and Food Product Pvt. Ltd",C9598,"South Asia",Nepal,"Food and agriculture",Active,,28/03/2024,
F2132,"Ascent Rift Valley Fund II","Dune Packaging Ltd",C9606,"East Africa",Kenya,Manufacturing,Active,,30/06/2024,
F844,"Lighthouse India Fund III, Limited","Duroflex Private Ltd",C6078,"South Asia",India,Manufacturing,Active,,31/10/2018,
F832,"Leapfrog Financial Inclusion Fund II","Dvara (IFMR Holdings)",C1279,"South Asia",India,"Financial services",Active,,30/09/2015,
F978,"Omnivore Partners India Fund 2","Dvara E-Registry Private Limited",C7659,"South Asia",India,"Food and agriculture",Active,,08/07/2021,
F2279,"Algebra Ventures II Coöperatief U.A.","Dx Wand",C9703,"North Africa",Egypt,"Technology and telecoms",Active,,31/03/2024,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Dynamiss Lda",X0021,"East Africa",Mozambique,Infrastructure,Active,,23/01/2023,
F349,"Capital Alliance Private Equity II Ltd (Cape II)",E-Tranzact,C2837,"West Africa",Nigeria,"Technology and telecoms",Active,,31/03/2008,
F440,"Convergence Partners Communications Infrastructure Fund","e4 Investment Holdings",C2762,"Southern Africa","South Africa","Technology and telecoms",Active,,04/04/2016,
F52,"8 Miles","Eagle Chemical Group Ltd",C2764,"North Africa",Egypt,Manufacturing,Exited,,23/08/2014,30/06/2021
F551,"Ezdehar Egypt Mid-Cap Fund","Eagle Chemical Group Ltd",C2764,"North Africa",Egypt,Manufacturing,Active,,07/05/2021,
F2079,"Circulate Capital Ocean Fund I-B","Earthodic Inc",C9892,"Australia, South Asia","Australia, India",Health,Active,,30/09/2024,
F394,"Cepheus Growth Capital Fund L.P.","East Africa Lion Brands Manufacturing S.C.",C6831,"East Africa",Ethiopia,Manufacturing,Active,,20/04/2020,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","East African Power",X0022,"East Africa",Rwanda,Infrastructure,Active,,05/04/2023,
F161,"African Infrastructure Investment Fund III","Eastcastle Infrastructure Holdings Ltd",C7116,"Central Africa, West Africa","Cote d'Ivoire, Democratic Republic of Congo, Nigeria","Technology and telecoms",Active,,01/07/2021,
F113,"Adenia IV","Eastcastle Infrastructure Holdings Ltd",C7116,"Central Africa, West Africa","Cote d'Ivoire, Democratic Republic of Congo, Nigeria","Technology and telecoms",Active,,30/06/2022,
F2208,"African Infrastructure Investment Fund IV","Eastcastle Series B",C8086,"West Africa",Nigeria,Manufacturing,Active,,30/09/2022,
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","Eastern and Southern African Trade & Development Bank",C1624,"Central Africa, East Africa, North Africa, Southern Africa","Burundi, Comoros, Democratic Republic of Congo, Djibouti, Egypt, Eswatini, Ethiopia, Kenya, Madagascar, Malawi, Mauritius, Mozambique, Rwanda, Seychelles, South Sudan, Sudan, Tanzania, Uganda, Zambia, Zimbabwe","Financial services",Exited,,01/06/2015,31/12/2020
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Easy Solar, Sierra Leone",X0023,"West Africa","Sierra Leone",Infrastructure,Active,,23/04/2021,
F543,"European Financing Partners V","Eaton Towers - EFP V",C2767,"West Africa",Niger,"Technology and telecoms",Exited,,01/09/2016,17/04/2020
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Ebits Limited",X0024,"East Africa",Malawi,Infrastructure,Active,,28/04/2023,
F2439,"Unitary Fund II","Eccentric Engine Pvt. Ltd.",C9956,"South Asia",India,"Technology and telecoms",Active,,31/03/2025,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","ECO GROUP LIMITED",X0025,"East Africa",Uganda,Infrastructure,Active,,12/09/2022,
F768,"Ninety One Africa Credit Opportunities Fund (Investec)",Ecobank,C2771,"Africa, West Africa","Africa, Nigeria","Financial services",Exited,,01/12/2018,30/06/2021
F2410,"Micro, Small & Medium Enterprises Bonds S.A.","Ecofy Finance Private Limited",C9965,"South Asia",India,"Financial services",Active,,26/12/2024,
F10,"African Rivers Fund","Ecopharm Ltd",C5587,"East Africa",Uganda,Health,Active,,04/10/2017,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","EcoPower Liberia Inc.",X0026,"West Africa",Liberia,Infrastructure,Active,,28/03/2022,
F161,"African Infrastructure Investment Fund III","Ecow Gas",C8555,Africa,Africa,Infrastructure,Active,"Fossil Fuel",31/12/2021,
F2242,"Omnivore Agritech & Climate Sustainability Fund III","Ecozen Solutions Private Limited",C9611,"South Asia",India,Infrastructure,Active,,30/06/2024,
F53,"A4C S Feeder LP","Edita Food Industries",C2773,"North Africa",Egypt,"Business and consumer services",Exited,,01/06/2013,30/06/2015
F1070,"Regional Education Finance Fund for Africa","EdPartners Limited",C9587,"East Africa",Kenya,"Financial services",Active,,30/11/2023,
F759,"Insitor Impact Asia Fund Private Limited","Edubridge Learning Pte. Ltd",C2774,"South Asia",India,Education,Active,,16/02/2016,
F2184,"TIDE Africa II LP","Educatly Pvt. Unltd",C9688,"North Africa",Egypt,Education,Active,,22/01/2024,
F1948,"Kotak India Affordable Housing Fund I","Eeshvi Infrastructure Private Limited (Joka)",C6209,"South Asia",India,"Construction and real estate",Exited,,30/06/2019,31/03/2023
F1070,"Regional Education Finance Fund for Africa","EFC Zambia",C5662,"Southern Africa",Zambia,"Financial services",Active,,30/09/2023,
F2059,"COVID-19 Emerging and Frontier Market MSME Support Fund","EFC Zambia",C5662,"Southern Africa",Zambia,"Financial services",Active,,31/03/2024,
F373,"Catalyst Fund I",EFFCO,C2779,"East Africa",Tanzania,"Business and consumer services",Active,,01/12/2013,
F2068,"Summit Private Equity Fund","Efficient Group (Pty) Ltd",C7264,"Southern Africa","South Africa","Financial services",Active,,03/12/2020,
F220,"Apis Growth Fund I","Efficient Group Limited",C6569,"Southern Africa","South Africa","Financial services",Active,,01/10/2019,
F543,"European Financing Partners V","EFP V - Skye Bank",C2780,"West Africa",Nigeria,"Financial services",Exited,,15/09/2014,31/12/2014
F2279,"Algebra Ventures II Coöperatief U.A.",Efreshli,C9704,"North Africa",Egypt,"Business and consumer services",Active,,31/03/2024,
F151,"African Development Partners II","Egyptian German Industrial Corporate (EGIC)",C2781,"North Africa",Egypt,Manufacturing,Active,,27/04/2017,
F1701,"Healthquad Fund II",Ekincare,C7871,"South Asia",India,Health,Active,,01/04/2022,
F469,"DI Frontier Fund 2","Eldosol Energy Ltd",C2785,"East Africa",Kenya,Infrastructure,Active,Renewable,31/03/2018,
F1652,"GEF South Asia Fund II","Electrodrive Powertrain Solutions Private Limited (“Electra”)",C8563,"South Asia",India,Manufacturing,Active,,31/03/2023,
F57,"Aavishkaar Goodwell India Microfinance Development Company II Limited","Electronic Payment and Services Pvt Ltd",C2787,"South Asia",India,"Financial services",Active,,05/09/2012,
F58,"Aavishkaar India II Company Limited","Electronic Payment and Services Pvt Ltd",C2787,"South Asia",India,"Financial services",Active,,30/09/2012,
F220,"Apis Growth Fund I","Electronic Payment and Services Pvt Ltd",C2787,"South Asia",India,"Financial services",Active,,31/01/2016,
F2103,"Aavishkaar India Fund VI","Electronica Finance Ltd",C1149,"South Asia",India,"Financial services",Active,,03/06/2024,
F2480,"Micro, Small & Medium Enterprises Bonds S.A. Compartment 507","Electronica Finance Ltd",C1149,"South Asia",India,"Financial services",Active,,29/08/2024,
F469,"DI Frontier Fund 2","Elemental Energy Ltd.",C5588,"East Africa",Uganda,Infrastructure,Active,Renewable,31/12/2017,
F52,"8 Miles","eleni LLC",C2790,"East Africa",Ethiopia,"Food and agriculture",Exited,,31/05/2013,30/09/2021
F539,"EuroMena III","Elephant Africa Holding",C2791,"West Africa",Nigeria,Manufacturing,Active,,01/08/2015,
F172,"AfricInvest III","Elephant Group Ltd",C2792,"West Africa",Nigeria,"Food and agriculture",Active,,30/09/2015,
F1729,"Novastar Ventures Africa Fund II","Elephant Healthcare Limited",C7040,"East Africa",Kenya,Health,Active,,25/01/2021,
F1967,"Africa Food Security Fund I","Elgin Free Range Chickens (ERFC)",C7559,"Southern Africa","South Africa","Food and agriculture",Active,,01/11/2021,
F22,"DI Frontier Market Energy & Carbon Fund","Elgon Hydro Siti (PVT) Ltd",C2794,"East Africa",Uganda,Infrastructure,Active,Renewable,30/09/2013,
F1968,"Ascent India Fund IV","Elixa Technologies Private Limited",C7135,"South Asia",India,Manufacturing,Active,,31/08/2021,
F2125,"Endure Capital 21 C.V.",Elshuna,C8065,"North Africa",Egypt,"Food and agriculture",Active,,30/09/2022,
F1978,"Sawari Ventures North Africa Fund I Cooperatief U.A.",Elves,C6616,"North Africa",Egypt,"Technology and telecoms",Exited,,01/02/2020,31/03/2025
F1270,"Ventureast proactive Fund II","EMBL Retail Inc (FMAS)",C6079,"South Asia",India,"Technology and telecoms",Active,,30/09/2016,
F2076,"Insitor Impact Asia Fund 2","Emeritus Pharma Private Limited",C7619,"South Asia",India,Health,Active,,01/11/2021,
F1978,"Sawari Ventures North Africa Fund I Cooperatief U.A.",Empoweromics,C7266,"North Africa",Egypt,"Technology and telecoms",Exited,,01/03/2021,31/12/2022
F1023,"Plenty Private Equity Fund I (Multiples II)","Encube Ethicals Private Limited",C2808,"South Asia",India,Health,Exited,,01/09/2016,30/06/2021
F1070,"Regional Education Finance Fund for Africa","ENDA Tamweel",C8605,"Africa, North Africa","Africa, Tunisia","Financial services",Exited,,25/03/2020,31/03/2025
F96,"Actis Energy 3C Sub-Feeder LP",Eneo,C2810,"Central Africa",Cameroon,Infrastructure,Active,Mixed,13/06/2014,
F2046,"Africa Renewable Energy Fund II","Energy Storage Africa",C7476,"Africa, Southern Africa","Africa, Malawi",Infrastructure,Active,Renewable,15/12/2021,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Energy Systems Limited",X0027,"East Africa",Uganda,Infrastructure,Active,,29/06/2022,
F2264,"Amethis MENA Fund II","Energy Transfo",C9070,"North Africa",Morocco,Infrastructure,Active,Renewable,30/09/2023,
F1987,"Metier Sustainable Capital II","Energy Vision (EV)",C7041,"Central Africa, West Africa","Gabon, Nigeria",Infrastructure,Active,Renewable,31/03/2021,
F115,"Adiwale Fund I","Enko Education Limited",C7949,Africa,Africa,Education,Active,,25/05/2022,
F128,"Africa Capitalworks","Enko Education Limited",C7949,Africa,Africa,Education,Active,,31/12/2024,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Enra Power",X0028,"Southern Africa",Zimbabwe,Infrastructure,Active,,15/05/2023,
F2123,"SUSI Asia Energy Transition Fund","Entoria Energy Platform",C9090,"Rest of the World",Singapore,Infrastructure,Active,Renewable,30/06/2023,
F469,"DI Frontier Fund 2","Enventure Africa S.A.",C6210,"East Africa",Mozambique,Infrastructure,Active,Renewable,30/06/2019,
F28,"Interact Climate Change Facility (ICCF)",Eolos,C2822,"Rest of the World",Turkey,Infrastructure,Active,Renewable,07/07/2012,
F484,"Dynamic India Fund S4 I","Epack Durables Solutions Pvt Ltd",C7385,"South Asia",India,Manufacturing,Active,,01/09/2021,
F2304,"South Asia Growth Fund III, L.P.","EPACK Prefab Technologies Limited",C9935,"South Asia",India,"Construction and real estate",Active,,31/12/2024,
F2097,"Accion Digital Transformation Fund","Epimoney Private Limited",C9723,"South Asia",India,"Financial services",Active,,29/08/2024,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","EPSILON ENERGIA SOLAR, SA",X0029,"East Africa",Mozambique,Infrastructure,Active,,28/09/2022,
F1135,"COVID-19 Energy Access Relief Fund, B.V.","Equatorial Power B.V.",X0030,"East Africa",Uganda,Infrastructure,Active,,20/07/2022,
F768,"Ninety One Africa Credit Opportunities Fund (Investec)","Equity Bank (Kenya) Ltd.",C2009,"East Africa",Kenya,"Financial services",Exited,,01/12/2018,31/12/2019
F58,"Aavishkaar India II Company Limited","Ergos Business Solutions Private Limited",C2830,"South Asia",India,"Food and agriculture",Active,,26/03/2015,
F1315,"Aavishkaar Emerging India Fund","Ergos Business Solutions Private Limited",C2830,"South Asia",India,"Food and agriculture",Active,,31/03/2020,
